fips,area
02185,88695.413
02195,3281.982
02220,2870.339
02230,452.325
05143,941.966
05147,586.791
06003,738.332
06007,1636.464
01093,742.292
01095,565.842
01097,1229.435
01101,784.247
01117,784.93
01119,903.887
01125,1321.755
01131,888.498
02020,1704.683
02068,12751.411
72019,34.253
72025,58.597
72031,45.321
72045,28.401
72054,15.209
72061,27.579
72069,44.755
72083,46.36
72093,36.623
72105,27.401
72115,22.683
72129,53.108
72135,27.016
72145,45.856
01007,622.582
01011,622.805
01015,605.868
06045,3506.343
06049,3917.77
06051,3048.982
06057,957.772
06059,790.568
06065,7206.48
06069,1388.71
06073,4206.63
06075,46.873
06113,1014.689
08001,1167.653
08007,1350.175
08009,2554.967
08015,1013.403
08017,1778.276
08021,1287.391
08023,1226.952
08029,1142.05
08037,1684.53
08043,1533.068
06081,448.408
06083,2735.085
06087,445.17
06095,821.765
06101,602.41
06103,2949.709
06109,2220.884
06009,1020.012
06013,715.937
06015,1006.373
02013,6981.943
13149,296.03
20059,571.756
06025,4176.603
06029,8131.916
06031,1389.42
06039,2137.069
13067,339.549
13069,575.097
13073,290.09
13077,440.892
13081,272.583
13087,597.14
13093,391.94
13095,328.689
13101,414.894
13103,477.7
13109,182.853
13115,509.911
13119,261.497
08061,1767.767
08063,2160.822
08069,2596.002
12089,648.639
12091,930.247
12097,1327.453
12099,1969.763
12101,746.886
12107,727.622
12109,600.655
12113,1011.605
12115,555.868
12117,309.221
12127,1101.032
12131,1037.625
13003,339.382
13005,258.576
13009,257.844
13015,459.544
13023,215.87
13025,442.362
13031,672.809
13037,280.367
13049,773.576
13053,248.736
13057,421.674
13063,141.57
09013,410.214
10005,936.079
11001,61.048
12003,585.231
12005,758.459
12011,1209.785
12015,680.279
12071,784.513
12079,695.948
12081,742.931
02275,2541.483
08085,2240.695
12017,581.696
12029,705.053
12031,762.192
12041,349.677
12043,806.009
12045,564.012
12049,637.783
12051,1152.75
12053,472.539
12061,502.872
12063,917.76
12069,938.381
08075,1838.547
08077,3328.974
08081,4743.29
08087,1280.433
08091,541.593
08097,970.697
08103,3220.934
08109,3168.525
08119,557.055
08121,2518.031
08125,2364.405
09003,735.097
09007,369.301
05015,630.087
05017,644.304
05025,597.783
05027,766.053
05033,593.094
05045,647.884
05047,608.857
05053,631.809
05059,615.202
05067,633.938
05073,528.268
05081,532.253
05083,708.125
05087,834.255
15001,4028.417
15007,619.956
16001,1052.576
16003,1363.056
16009,776.617
16017,1734.573
16019,1866.077
05089,597.009
05091,625.578
05093,900.574
05099,617.837
05103,732.783
05113,857.679
05115,812.548
05121,652.191
05133,565.126
05137,606.405
13317,469.49
13321,570.702
04005,18618.885
04009,4622.597
04011,1843.126
04012,4499.629
04017,9950.422
04021,5365.612
04023,1236.916
04027,5513.992
05003,925.349
05013,628.581
16071,1200.061
16077,1404.244
16079,2629.665
16083,1921.213
17003,235.509
17007,280.719
17011,869.031
17015,444.807
17023,501.418
17033,443.629
17037,631.307
17041,416.665
17043,327.499
18117,398.387
18121,444.663
18127,418.153
18135,452.379
18137,446.426
18141,457.85
18149,309.134
18151,308.939
18159,260.541
18161,161.224
18167,403.313
18169,412.434
18175,513.725
18181,505.125
19001,569.271
17047,222.416
17051,716.482
17053,485.616
17057,865.595
17063,418.043
18055,542.495
18057,394.267
18065,391.876
18067,293.057
18071,509.312
18077,360.631
18087,379.624
18091,598.299
18097,396.298
18101,335.737
18103,373.842
18109,403.969
16023,2231.667
16025,1074.493
16029,1764.146
16033,1764.185
16041,663.645
16043,1863.525
16047,728.973
16053,597.185
16055,1244.125
16061,478.795
16065,469.206
16069,848.092
18007,406.418
18013,311.981
18015,372.224
18019,372.855
18025,305.643
18031,372.568
18035,392.124
18045,395.656
13137,276.74
13141,471.841
13147,232.394
13155,354.343
13159,368.165
13165,347.279
13171,183.5
13173,185.261
20091,473.375
20097,722.639
20099,645.295
20103,462.831
20109,1072.994
20113,898.274
20119,978.088
20125,643.527
20131,717.427
20141,892.504
20143,720.733
20157,717.371
20165,717.763
20167,886.26
20171,717.544
20177,544.016
22057,1068.214
22061,471.742
22063,648.169
22069,1252.25
22075,779.911
22079,1317.962
22081,389.09
22085,866.659
21111,380.416
21113,172.116
21123,261.519
21129,208.857
21135,482.836
21139,313.127
21145,248.744
21153,308.444
21159,229.605
21167,248.797
21171,329.373
21173,197.366
21179,417.512
19053,531.881
18003,657.308
13181,210.38
19061,608.305
19069,581.972
19075,501.858
19077,590.62
19089,473.248
19093,431.508
19101,435.51
19103,614.04
19107,579.179
19111,517.518
19127,572.501
19129,437.437
19135,433.715
19139,437.469
19145,534.942
20181,1056.066
19153,573.795
19155,950.28
19159,535.498
19163,458.089
19171,721.011
19177,484.789
19183,568.835
19189,400.489
19193,872.834
20003,579.646
20009,895.4
20017,773.06
20019,638.881
13211,347.349
27081,536.757
27089,1775.068
27091,712.347
27095,572.31
27097,1125.062
27099,711.329
27105,715.106
27109,653.349
27111,1972.068
27115,1411.289
27117,465.055
27119,1971.128
27129,982.906
27133,482.455
19059,380.606
27141,432.917
27145,1343.133
27149,563.604
27157,522.982
27163,384.282
27171,661.457
28005,730.1
28009,406.616
28011,876.573
28015,628.243
28021,487.406
28031,413.792
28039,478.708
19149,862.893
28045,473.748
28051,756.699
28053,418.491
28059,722.754
28067,694.795
28073,497.055
23007,1696.609
13215,216.385
13239,151.237
27077,1297.869
45031,561.153
45035,573.233
45037,500.406
47011,328.762
47017,599.252
47021,302.437
47025,434.58
47033,265.535
47035,681.025
47041,304.347
47047,704.786
47049,498.612
47059,622.165
47061,360.534
27137,6247.401
23015,455.818
23021,3960.856
23023,253.695
23031,990.713
28041,712.755
31149,1008.318
31151,574.018
31155,750.234
31161,2440.862
31169,573.807
31173,393.584
31181,574.913
32005,709.719
32007,17169.834
32013,9640.757
32017,10633.202
32023,18181.924
23011,867.524
39105,430.098
39107,462.449
39117,406.079
39119,664.579
39125,416.438
39129,501.32
39133,487.381
39135,424.12
39139,495.269
39141,689.188
39149,407.675
39151,575.271
39157,567.636
39161,409.158
47065,542.431
47067,222.34
47071,577.318
47077,520.073
47083,200.286
47087,308.32
47095,165.784
47101,282.089
47107,430.125
47109,562.86
47111,307.144
47119,613.138
47125,539.177
47135,414.731
47137,162.979
24011,319.419
24013,447.595
24021,660.221
24023,647.103
24031,491.254
24033,482.691
24043,457.78
32031,6302.366
32510,144.662
33003,931.061
33009,1708.749
33015,694.72
33019,537.313
34003,233.009
34009,251.425
34013,126.212
39167,631.972
39171,420.965
39175,406.865
40003,866.455
40011,928.424
40013,904.471
40017,896.626
40025,1834.738
40029,516.682
40035,761.354
40039,988.817
40045,1231.515
40049,802.121
40055,639.324
37193,754.278
47141,401.103
48045,900.001
48049,944.433
48055,545.257
48061,890.922
48065,920.22
48067,936.963
48073,1052.913
48077,1088.721
48081,911.47
48085,841.225
48087,918.441
48091,559.476
24047,468.281
25007,103.245
25013,617.14
25015,527.255
25017,817.817
34017,46.191
34019,427.819
34021,224.557
34029,628.781
34033,331.899
34035,301.813
34041,356.918
35007,3758.06
30055,2643.172
30057,3587.484
37195,368.174
37199,312.597
38005,1388.708
38009,1668.421
38017,1764.937
38027,630.171
38029,1510.435
38037,1659.139
38039,708.815
38043,1351.189
38047,992.818
38053,2760.323
38059,1926.27
38063,981.775
47001,337.162
47003,473.635
40065,802.651
40071,919.729
40083,743.834
40085,513.995
40091,618.496
40099,416.458
40101,810.45
40107,618.567
40111,697.349
40117,567.955
40119,684.703
40125,787.672
25021,396.105
25023,659.075
26003,915.07
26005,825.231
26007,571.86
30063,2593.424
30065,1868.155
30071,5140.035
30077,2326.392
30083,2084.143
30087,5010.402
30091,1677.08
30097,1855.205
30101,1915.647
38065,722.511
38067,1118.694
38071,1186.854
38075,877.053
38081,858.513
38089,1334.735
38093,2221.724
38097,861.949
38101,2013.279
39001,583.867
39005,422.95
39011,401.386
39013,532.129
39017,467.056
39019,394.609
42003,730.075
42007,434.712
48361,333.669
48369,880.778
48383,1175.301
48385,699.195
48387,1036.578
48395,855.683
48399,1050.945
48403,491.39
48415,905.444
48417,914.286
48419,795.583
48423,921.454
48427,1223.179
48431,923.451
26017,442.302
26019,319.704
26021,567.747
26027,490.062
26031,715.264
26033,1558.42
30109,889.265
31007,746.114
31011,686.554
31013,1075.293
31019,968.112
31025,557.446
31029,894.419
31033,1196.287
31039,570.619
31045,1396.464
31051,476.232
31057,919.678
31071,569.79
31075,776.224
39023,397.473
39025,452.1
39029,531.893
39033,401.786
39037,598.1
39041,443.098
39043,251.558
39049,532.188
35019,3030.482
35021,2125.442
35025,4390.932
35033,1931.274
35039,5860.837
47143,315.377
47147,476.287
47149,619.364
47155,592.5
47161,459.33
47167,458.366
47175,273.415
47177,432.68
45055,726.562
45061,410.184
45065,359.13
45071,630.037
45073,626.334
26041,1171.096
26043,761.4
26047,467.494
26051,501.779
26065,556.12
26069,549.096
17131,561.202
13191,424.299
31079,546.289
31081,542.878
31083,553.466
31087,709.943
31099,516.244
31101,1061.6
31105,951.846
31109,837.548
31115,568.29
31119,572.743
28091,542.384
28097,406.981
28101,578.104
28109,810.863
28119,405.012
28121,775.485
28129,636.252
35041,2447.431
35043,3710.65
35049,1909.414
35057,3344.845
35061,1066.175
36007,705.766
36011,691.582
36013,1060.226
36019,1037.852
36027,795.63
36033,1629.119
36035,495.469
36039,647.161
40131,675.632
40135,673.271
40137,870.244
40143,570.246
40145,561.555
40149,1003.167
41003,675.941
41005,1870.322
41011,1596.173
41013,2979.086
41021,1204.809
41027,521.949
26075,701.666
26079,559.865
26081,846.948
26087,643.014
26093,565.254
26095,899.078
26099,479.223
26101,542.149
26115,549.394
28137,404.759
28141,424.254
28143,454.668
28153,810.75
28155,420.94
28157,678.106
28163,922.947
29007,692.235
29017,617.906
29023,694.669
29029,655.923
29035,507.361
29041,751.181
29045,504.692
36041,1717.373
36045,1268.59
36051,631.763
36055,657.205
36059,284.716
36063,522.359
36071,811.686
36073,391.259
36075,951.65
48435,1453.926
48437,890.159
48441,915.552
48447,912.552
48451,1521.972
48453,990.202
48457,924.501
48467,842.557
48469,882.143
48477,603.954
48483,914.523
48485,627.776
48489,590.554
48499,645.234
49001,2589.88
49007,1478.493
26071,1166.149
26125,867.663
26131,1311.225
26135,565.731
26145,800.114
26147,721.17
26157,803.127
29047,397.298
29051,393.75
29055,742.517
29057,490.012
29061,563.24
29067,813.632
29073,517.803
29077,675.304
29079,435.276
29087,462.693
37011,247.087
37013,827.192
37019,846.973
37025,361.749
13223,312.219
36081,108.532
36087,173.55
36089,2680.377
36093,204.516
36099,323.705
36103,912.051
36107,518.602
36117,603.826
42017,604.307
42023,396.231
45079,757.068
45083,807.926
45085,665.066
45089,934.159
46005,1258.71
46011,792.206
46019,2249.899
46023,1097.487
46033,1557.002
46039,622.686
46041,2302.494
46045,1125.956
46051,681.458
46059,1436.613
26159,607.474
26163,612.08
27001,1821.663
27003,423.01
27011,499.022
27017,861.381
27025,414.862
27035,999.095
27037,562.168
27041,637.3
27043,712.476
27045,861.3
27053,553.591
27059,435.794
37035,398.721
37037,682.185
37039,455.426
37041,172.473
37047,937.293
37059,264.105
37061,816.219
37065,505.336
37069,491.682
37071,356.027
37075,292.079
37077,531.57
37083,724.086
37087,553.692
42027,1109.921
42029,750.508
42033,1144.722
42039,1012.298
42045,183.843
42049,799.154
42051,790.339
42055,772.224
42061,874.639
42067,391.35
42073,358.175
42079,890.333
41029,2783.548
41033,1639.668
41039,4553.119
41043,2290.129
41049,2031.609
41051,431.297
41059,3215.509
41065,2381.519
41071,715.86
27063,702.982
27065,521.586
27069,1098.804
29105,764.717
29111,505.042
29119,539.48
29125,526.979
29129,453.835
29139,536.247
29141,597.631
29147,876.964
29153,744.972
29157,474.354
29161,671.784
29167,635.523
37095,612.7
37099,490.755
37105,254.959
37111,440.608
37115,449.57
37121,221.425
37129,191.534
37135,397.958
37139,226.88
37143,247.089
37147,651.975
37153,473.821
42085,672.575
42089,608.286
42095,369.671
42101,134.101
42109,328.705
42111,1074.374
42115,823.435
42119,315.982
42121,674.284
42125,856.989
42133,904.181
49009,696.979
49013,3240.945
49019,3671.543
49023,3392.278
48001,1062.602
48013,1219.544
48015,646.508
48017,826.797
48023,867.482
48025,880.239
48029,1239.82
48033,897.443
48035,982.978
48039,1357.701
29171,517.317
29175,482.684
29177,568.805
29181,629.537
29186,499.153
29187,451.887
29197,307.303
29203,1003.82
29207,823.222
29213,632.436
29219,428.601
29225,592.562
29510,61.909
30003,4995.462
37159,511.374
37163,944.74
37169,448.857
37175,378.528
39061,405.91
39071,553.084
39077,491.495
39081,408.329
39087,453.371
39093,491.101
39099,411.623
39101,403.757
44001,24.164
44003,168.528
44005,102.386
45001,490.484
45003,1071.034
45007,715.426
45017,381.151
45023,580.657
45025,799.075
46063,2671.375
46065,741.56
46069,860.524
46075,969.678
46079,563.277
46085,1641.936
46093,3470.984
46097,570.311
46101,519.386
46113,2093.898
46115,1503.925
46117,1444.432
46121,1388.556
46127,460.542
30005,4227.546
30009,2048.788
30015,3972.488
30019,1426.105
30023,736.53
30029,5087.66
30035,2995.937
30041,2898.955
31129,575.155
31133,431.075
31141,674.059
19007,497.292
19011,716.265
19015,571.569
19019,571.02
19023,580.131
19027,569.437
19033,568.313
17081,571.169
17091,676.556
17093,320.335
17099,1135.124
17101,372.178
17105,1044.285
17109,589.407
17111,603.171
17117,862.906
17125,539.238
17127,237.218
13185,496.066
13189,257.461
13195,282.311
13199,501.223
13205,512.085
13209,239.523
13213,344.466
13221,439.012
13229,316.494
13231,216.086
13235,249.031
13241,369.993
13247,129.793
13255,196.469
13257,179.131
13267,479.403
13269,376.686
20183,895.465
20187,680.345
20189,727.293
20197,794.302
20207,497.82
21191,277.157
21193,339.67
21201,99.911
21205,279.795
21207,253.657
21217,266.327
21221,441.433
21231,458.17
21233,331.943
21237,222.171
21239,188.784
22005,289.981
22091,408.403
22093,241.537
22097,923.879
22099,737.648
22103,845.551
22113,1173.199
22117,669.525
21011,278.792
21013,359.0
21015,246.359
21027,567.172
21029,297.024
17133,385.011
17137,568.791
17141,758.574
17143,619.209
17147,439.202
17153,199.185
17159,359.99
17165,379.819
17167,868.302
17177,564.523
17183,898.368
17191,713.814
17195,684.25
17197,836.908
18001,339.028
13275,544.596
13279,364.005
13281,166.563
13289,358.398
13295,446.379
13301,284.298
20035,1125.75
20041,847.072
20047,621.894
20051,899.912
20053,715.847
20057,1098.271
20063,1071.665
20073,1143.3
20077,801.269
20079,539.754
20087,532.574
22011,1157.342
22015,840.057
22017,878.539
22023,1284.887
22031,875.579
22035,420.704
22041,624.585
22043,643.026
22049,569.183
22051,295.632
22055,268.72
21035,385.021
21039,189.434
21041,128.569
21045,444.23
21057,305.182
21065,253.078
21067,283.649
21071,393.345
21079,230.077
21083,551.743
21085,496.698
21091,187.652
21097,306.364
21101,436.669
21107,541.995
48267,1250.987
48271,1360.055
48277,907.19
48281,712.84
48285,969.708
48287,629.016
48291,1158.417
48293,905.288
48295,932.179
48301,668.925
48305,891.867
48307,1065.598
48317,914.944
48323,1279.258
48327,902.03
48331,1016.93
48333,748.261
51800,400.168
51810,249.016
51840,9.233
53001,1924.978
53003,636.213
53005,1700.379
53015,1140.125
53017,1819.264
53019,2203.159
53023,710.686
53025,2679.513
51600,6.239
55101,332.501
55107,913.585
55111,830.902
55113,1257.305
55119,974.876
55123,791.579
55125,856.604
55133,549.574
55139,434.487
56003,3137.097
56009,4254.883
56017,2004.092
56019,4154.153
54023,477.373
54025,1019.569
54027,640.249
54033,416.008
54037,209.635
54045,453.737
54051,305.431
54053,430.748
54059,423.109
54065,229.073
54069,105.82
54075,940.284
48341,899.691
54083,1039.681
54087,483.563
54091,172.771
54093,418.922
54097,354.638
54099,505.981
54103,358.063
54105,232.509
54107,366.26
55011,671.635
55013,821.848
55019,1209.815
55021,765.529
55023,570.66
53029,208.449
49039,1590.152
49043,1871.712
49045,6941.352
49049,2003.454
49057,576.084
50003,674.98
50007,536.578
50011,633.706
50015,458.797
50021,929.821
56023,4076.129
51005,445.457
51011,333.494
51013,25.974
51015,966.999
51019,753.021
51025,566.173
51031,503.867
51033,527.513
51036,182.817
51045,329.534
51049,297.461
51051,330.532
54081,605.351
51061,647.449
51067,690.426
51069,413.496
51073,217.807
51081,295.226
51085,468.536
51091,415.156
51095,142.437
51103,133.25
49037,7819.988
51119,130.306
72027,46.355
72035,51.934
72041,36.021
72043,78.012
72053,29.864
72055,37.05
72059,42.27
72067,11.344
72073,44.533
50025,785.305
72005,36.529
53037,2297.271
53039,1871.313
53059,1655.677
53075,2159.09
54017,319.72
54029,82.609
54043,437.039
54055,418.993
54073,130.103
54085,451.991
54095,256.294
51057,257.123
72079,59.953
72081,61.45
72089,25.811
72095,21.066
72101,38.871
72103,51.661
72109,46.699
72117,14.288
72119,60.623
72125,54.498
72131,70.423
72137,23.241
72143,27.728
51115,85.929
22095,213.071
22111,876.988
21001,405.283
21005,201.832
21007,246.659
21019,159.864
21037,151.308
21049,252.463
21061,302.883
21069,348.542
21081,257.965
21093,623.278
21109,345.201
21125,433.953
21131,400.844
72075,60.277
40037,950.141
40047,1058.466
37183,835.219
37187,348.135
38003,1491.554
38013,1103.568
38025,2008.46
38041,1132.221
38055,2110.876
38069,1018.6
38087,1214.922
38095,1024.561
39009,503.598
39021,428.669
54109,499.453
55015,318.236
55027,875.625
49027,6572.425
49033,1028.775
49041,1910.577
49055,2460.676
50013,81.811
51003,720.698
51009,473.934
51023,541.202
51035,474.69
51053,503.716
51065,286.005
72147,50.768
72151,55.215
72153,68.192
01003,1589.784
01027,603.961
01041,608.84
01057,627.66
01073,1111.276
01091,976.882
01103,579.337
01115,631.902
01129,1080.207
21147,426.803
21165,203.585
21181,195.171
19041,567.238
19043,778.539
19049,588.447
19057,416.123
19073,569.574
19081,571.005
19091,434.352
19099,730.42
19115,401.766
19131,469.133
19147,563.844
19157,584.932
19165,590.779
19179,431.833
19187,715.619
19197,580.422
39031,563.913
39045,504.411
35013,3807.511
35017,3961.625
35037,2874.349
35059,3823.744
